cohort.x,_name_NA,_latitude_NA.x,_longitude_NA.x,_location_city_name_input_data,_street_number_input_data,_city_state_input_data.x,_zcta_code_input_data.x,_latitude_input_data.x,_longitude_input_data.x,_nearest_chainxy_vt_vec_distance_5_mi,_nearest_chainxy_vt_vec_driving_distance_5_mi,_nearest_chainxy_vt_vec_driving_time_5_mi,_nearest_chainxy_vt_vec_chain_name_5_mi,_nearest_chainxy_vt_vec_storefront_5_mi,_nearest_chainxy_vt_vec_address_5_mi,_nearest_chainxy_vt_vec_city_5_mi,_nearest_chainxy_vt_vec_state_5_mi,_nearest_chainxy_vt_vec_latitude_5_mi,_nearest_chainxy_vt_vec_longitude_5_mi,_nearest_chainxy_vt_vioc_distance_5_mi,_nearest_chainxy_vt_vioc_driving_distance_5_mi,_nearest_chainxy_vt_vioc_driving_time_5_mi,_nearest_chainxy_vt_vioc_chain_name_5_mi,_nearest_chainxy_vt_vioc_storefront_5_mi,_nearest_chainxy_vt_vioc_address_5_mi,_nearest_chainxy_vt_vioc_city_5_mi,_nearest_chainxy_vt_vioc_state_5_mi,_nearest_chainxy_vt_vioc_latitude_5_mi,_nearest_chainxy_vt_vioc_longitude_5_mi,cohort.y,_latitude_NA.y,_longitude_NA.y,_city_state_input_data.y,_zcta_code_input_data.y,_latitude_input_data.y,_longitude_input_data.y,_nearest_chainxy_vt_costco_distance_5_mi,_nearest_chainxy_vt_costco_driving_distance_5_mi,_nearest_chainxy_vt_costco_driving_time_5_mi,_nearest_chainxy_vt_costco_chain_name_5_mi,_nearest_chainxy_vt_costco_storefront_5_mi,_nearest_chainxy_vt_costco_address_5_mi,_nearest_chainxy_vt_costco_city_5_mi,_nearest_chainxy_vt_costco_latitude_5_mi,_nearest_chainxy_vt_costco_longitude_5_mi,_nearest_chainxy_vt_costco_store_type_5_mi,_nearest_chainxy_vt_costco_parent_chain_name_5_mi,_nearest_chainxy_vt_walmart_distance_5_mi,_nearest_chainxy_vt_walmart_driving_distance_5_mi,_nearest_chainxy_vt_walmart_driving_time_5_mi,_nearest_chainxy_vt_walmart_chain_name_5_mi,_nearest_chainxy_vt_walmart_storefront_5_mi,_nearest_chainxy_vt_walmart_address_5_mi,_nearest_chainxy_vt_walmart_city_5_mi,_nearest_chainxy_vt_walmart_latitude_5_mi,_nearest_chainxy_vt_walmart_longitude_5_mi,_nearest_chainxy_vt_walmart_store_type_5_mi,_nearest_chainxy_vt_walmart_parent_chain_name_5_mi,_nearest_streetlight_day_part_road_name_5_mi,_nearest_streetlight_day_part_aadt_5_mi,_2nd_nearest_streetlight_day_part_road_name_5_mi,_2nd_nearest_streetlight_day_part_aadt_5_mi,_3rd_nearest_streetlight_day_part_road_name_5_mi,_3rd_nearest_streetlight_day_part_aadt_5_mi,_4th_nearest_streetlight_day_part_road_name_5_mi,_4th_nearest_streetlight_day_part_aadt_5_mi,_5th_nearest_streetlight_day_part_road_name_5_mi,_5th_nearest_streetlight_day_part_aadt_5_mi,_2024_estimate_5_mi,_2029_projection_5_mi
1,ASAP Oil & Lube Center - Rosharon,29.4963455,-95.4413873,ASAP Oil & Lube Center - Rosharon,6111 Jan Dr,"Rosharon, TX",77583,29.4963455,-95.4413873,0.00296832336690049,NA,NA,Express Care,Express Care Rosharon,6111 Jan Dr,Rosharon,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29.4963455,-95.4413873,"Rosharon, TX",77583,29.4963455,-95.4413873,NA,6.35579034831692,9.54073431842454,Costco Wholesale,Pearland,3500 Business Center Drive,Pearland,NA,NA,Warehouse,NA,4.42753452494601,5.65783245740549,10.0856069178068,Walmart USA,Pearland Neighborhood Market,12631 Broadway Street,Pearland,NA,NA,Neighborhood Market,NA,primary_link,15410,Alvin-Sugarland Road,16876,Alvin-Sugarland Road,14983,Alvin-Sugarland Road,15248,Alvin-Sugarland Road,15963,139376.515627905,169559.194588333
1,Autofix - Merrillville,41.4716109,-87.3630818,Autofix - Merrillville,2080 81st Ave,"Merrillville town, IN",46410,41.4716109,-87.3630818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44309091214371,2.55216650028517,4.28556958770063,Valvoline Instant Oil Change,Crown Point,1498 1/2 N Main St,Crown Point,IN,NA,NA,1,41.4716109,-87.3630818,"Merrillville town, IN",46410,41.4716109,-87.3630818,NA,3.05188618706702,8.42142292408176,Costco Wholesale,Merrillville,1310 E 79th Ave,Merrillville,NA,NA,Warehouse,NA,3.23758330757664,3.4850629391840098,8.72003005587207,Walmart USA,Merrillville Supercenter,2936 E 79th Ave,Merrillville,NA,NA,Supercenter,NA,West 81st Avenue,22855,West 81st Avenue,22919,Taft Street,7345,Taft Street,10088,Taft Street,8569,115752.414375284,117351.244423846
1,AutoFix - Palatine,42.1418079,-88.0241353,AutoFix - Palatine,1747 N Rand Rd,"Palatine, IL",60074,42.1418079,-88.0241353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.1418079,-88.0241353,"Palatine, IL",60074,42.1418079,-88.0241353,NA,4.90225508972866,9.21464646917843,Costco Wholesale,Lake Zurich,680 S Rand Rd,Lake Zurich,NA,NA,Warehouse,NA,0.436575580820518,0.586003634176988,2.08051054432269,Walmart USA,Palatine Store,1555 N Rand Rd,Palatine,NA,NA,Store,NA,Rand Road,12195,Rand Road,12293,Rand Road,12532,Rand Road,11854,Rand Road,12718,248900.953401876,247373.987790148
1,Autofix - Westmont,41.77305,-87.9731213,Autofix - Westmont,27 E 63rd St,Westmont IL,60559,41.77305,-87.9731213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51438311374154,5.39693769477488,9.88131684069937,Valvoline Instant Oil Change,La Grange,5501 Willow Springs Road,La Grange Highlands,IL,NA,NA,1,41.77305,-87.9731213,Westmont IL,60559,41.77305,-87.9731213,NA,5.59537860138495,11.3989144227758,Costco Wholesale,Bolingbrook,830 E Boughton Rd,Bolingbrook,NA,NA,Warehouse,NA,2.1814626891672,3.05014432460618,6.97760077666,Walmart USA,Darien Supercenter,2189 75th St,Darien,NA,NA,Supercenter,NA,East 63rd Street,9489,South Cass Avenue,8232,South Cass Avenue,7215,West 63rd Street,9685,South Cass Avenue,7235,232258.320902042,233008.925236913
1,BC Kwik Lube and Service - Lumberton,30.2536183,-94.1982571,BC Kwik Lube and Service - Lumberton,204 S Main St,"Lumberton city, TX",77657,30.2536183,-94.1982571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30.2536183,-94.1982571,"Lumberton city, TX",77657,30.2536183,-94.1982571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15892127761558,1.56340245112765,4.58915427372663,Walmart USA,Lumberton Supercenter,100 No. Lhs Drive,Lumberton,NA,NA,Supercenter,NA,South Main Street,13147,South Main Street,13186,South Main Street,13677,North Main Street,12119,North Main Street,12705,24591.2389395861,25277.7217678165
1,Brookshire Oil Change Center - Brookshire,29.7859789,-95.9459043,Brookshire Oil Change Center - Brookshire,3411 S Front St,"Brookshire city, TX",77423,29.7859789,-95.9459043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29.7859789,-95.9459043,"Brookshire city, TX",77423,29.7859789,-95.9459043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Highway Boulevard,2788,Depot Street,101,Highway Boulevard,2791,Highway Boulevard,2781,Highway Boulevard,2813,29160.940018893,36719.9118349309
1,Burkburnett Quick Lube - Burkburnett,34.0863258,-98.5674678,Burkburnett Quick Lube - Burkburnett,519 Sheppard Rd,"Burkburnett, TX",76354,34.0863258,-98.5674678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34.0863258,-98.5674678,"Burkburnett, TX",76354,34.0863258,-98.5674678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sheppard Road,2063,Sheppard Road,2288,Tidal Street,249,Tidal Street,218,Tidal Street,249,11792.5414916271,11955.4867722112
1,Burleson Wash and Lube - Burleson,32.5367383,-97.3329534,Burleson Wash and Lube - Burleson,537 SW Wilshire Blvd,"Burleson city, TX",76028,32.5367383,-97.3329534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48658028955467,1.80737203135144,5.06415289075809,Valvoline Instant Oil Change,Wilshire Blvd,1482 SW Wilshire Blvd,Burleson,TX,NA,NA,1,32.5367383,-97.3329534,"Burleson city, TX",76028,32.5367383,-97.3329534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752268639113213,0.987206599026409,3.24159626924836,Walmart USA,Burleson Supercenter,951 SW Wilshire Blvd,Burleson,NA,NA,Supercenter,NA,Southwest Johnson Avenue,2646,Southwest Wilshire Boulevard,25067,Southwest Wilshire Boulevard,22809,Southwest Wilshire Boulevard,22396,Southwest Wilshire Boulevard,22750,116788.422857419,130757.15969701
1,Carnation Auto Spa - Carrollton,33.0200008,-96.9283762,Carnation Auto Spa - Carrollton,1401 W Hebron Pkwy #6325,"Carrollton city, TX",75010,33.0200008,-96.9283762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50354877078616,2.74861485870549,5.42965416844067,Valvoline Instant Oil Change,Josey Lane,4109 N Josey Lane,Carrollton,TX,NA,NA,1,33.0200008,-96.9283762,"Carrollton city, TX",75010,33.0200008,-96.9283762,3.64316312752611,2.83774865686333,4.7865456089219,Costco Wholesale,Lewisville,851 State Highway 121 Byp,Lewisville,NA,NA,Warehouse,NA,0.728214589335693,1.0084675489009,3.0164422133851,Walmart USA,Carrollton Neighborhood Market,4025 Old Denton Rd,Carrollton,NA,NA,Neighborhood Market,NA,West Hebron Parkway,15316,West Hebron Parkway,15153,Huffines Boulevard,1546,West Hebron Parkway,14551,West Hebron Parkway,15274,262870.015902411,259139.981874902
1,Castroville Quick Lube - Castroville,29.3542998,-98.8776661,Castroville Quick Lube - Castroville,602 US-90,"Castroville city, TX",78009,29.3542998,-98.8776661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29.3542998,-98.8776661,"Castroville city, TX",78009,29.3542998,-98.8776661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19062885064869,1.31025198735606,3.64363633757146,Walmart USA,Castroville Supercenter,1151 US Hwy 90 E,Castroville,NA,NA,Supercenter,NA,US Highway 90 West,13603,US Highway 90 West,13809,US Highway 90 West,13755,US Highway 90 West,13542,US Highway 90 West,13046,9233.21223103121,9707.54274513421
1,Central Park Quick Lube - Harlingen,26.1858105,-97.7152,Central Park Quick Lube - Harlingen,501 S Expressway 83,"Harlingen city, TX",78550,26.1858105,-97.7152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26.1858105,-97.7152,"Harlingen city, TX",78550,26.1858105,-97.7152,2.57474642142065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392615688465892,0.65376939183716,3.86352194212074,Walmart USA,Harlingen Supercenter,1801 W Lincoln St,Harlingen,NA,NA,Supercenter,NA,motorway_link,21076,motorway_link,20857,South Expressway 83,8189,South Expressway 83,7497,motorway_link,21699,99416.8567401184,104437.085014487
1,Childress Quick Lube - Childress,34.4345417,-100.2253602,Childress Quick Lube - Childress,1908 Ave F NW,"Childress city, TX",79201,34.4345417,-100.2253602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34.4345417,-100.2253602,"Childress city, TX",79201,34.4345417,-100.2253602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509460771223665,0.601235823805822,1.36128985136967,Walmart USA,Childress Supercenter,2801 Avenue F NW,Childress,NA,NA,Supercenter,NA,Avenue F,9713,Avenue F Northwest,9826,trunk_link,662,primary,1610,primary,1433,6101.87461595878,6151.97038032452
1,Cobblestone Auto Spa - Arvada,39.8155725,-105.0808126,Cobblestone Auto Spa - Arvada,6570 Wadsworth Blvd,"Arvada, CO",80003,39.8155725,-105.0808126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38105192132297,3.48275140061332,6.54295580141869,Valvoline Instant Oil Change,Westminster,7425 W 92nd Avenue,Westminster,CO,NA,NA,1,39.8155725,-105.0808126,"Arvada, CO",80003,39.8155725,-105.0808126,NA,2.05646275282876,6.31146118674069,Costco Wholesale,Arvada,5195 Wadsworth Blvd,Arvada,NA,NA,Warehouse,NA,1.48305883001732,2.27026620426411,5.71513152748835,Walmart USA,Westminster Supercenter,7155 Sheridan Blvd,Westminster,NA,NA,Supercenter,NA,Wadsworth Boulevard,20716,Wadsworth Boulevard,21348,Wadsworth Boulevard,21476,Wadsworth Boulevard,21588,primary_link,1042,319380.782126793,327230.197920685
1,Cobblestone Auto Spa - Aurora,39.7018026,-104.8667017,Cobblestone Auto Spa - Aurora,857 S Havana St,"Aurora, CO",80012,39.7018026,-104.8667017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.7018026,-104.8667017,"Aurora, CO",80012,39.7018026,-104.8667017,NA,0.887814179729895,2.74648438536499,Costco Wholesale,Aurora,1471 S Havana St,Aurora,NA,NA,Warehouse,NA,1.46591467239333,2.01026366773779,5.32756401808139,Walmart USA,Denver Neighborhood Market,1442 S Parker Rd,Denver,NA,NA,Neighborhood Market,NA,South Havana Street,16318,South Havana Street,16446,South Havana Street,16482,South Havana Street,16313,South Havana Street,16307,471997.059307477,474954.929202128
1,Cobblestone Auto Spa - Aurora,39.6960188,-104.8394836,Cobblestone Auto Spa - Aurora,12842 E Mississippi Ave,"Aurora, CO",80012,39.6960188,-104.8394836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.6960188,-104.8394836,"Aurora, CO",80012,39.6960188,-104.8394836,NA,1.84208017779132,5.18805996691174,Costco Wholesale,Aurora,1471 S Havana St,Aurora,NA,NA,Warehouse,NA,0.85473518430919,1.34470533893502,5.1382260504726,Walmart USA,Aurora Supercenter,14000 E Exposition Ave,Aurora,NA,NA,Supercenter,NA,East Mississippi Avenue,17408,East Mississippi Avenue,19432,East Mississippi Avenue,19856,East Mississippi Avenue,18484,South Troy Street,855,440796.001038677,446244.364279385
1,Cobblestone Auto Spa - Aurora,39.6727711,-104.8094146,Cobblestone Auto Spa - Aurora,2380 S Chambers Rd,"Aurora, CO",80013,39.6727711,-104.8094146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.6727711,-104.8094146,"Aurora, CO",80013,39.6727711,-104.8094146,NA,4.06764117570755,9.72215299837603,Costco Wholesale,Aurora,1471 S Havana St,Aurora,NA,NA,Warehouse,NA,0.109222879403089,0.126592210966965,1.10310171925913,Walmart USA,Aurora Neighborhood Market,15240 E Iliff Ave,Aurora,NA,NA,Neighborhood Market,NA,South Chambers Road,14790,South Chambers Road,15614,South Chambers Road,13325,South Chambers Road,14676,South Chambers Road,14169,383426.595642275,392418.561368421
1,Cobblestone Auto Spa - Aurora,39.7077691,-104.7916473,Cobblestone Auto Spa - Aurora,479 S Airport Blvd,"Aurora, CO",80017,39.7077691,-104.7916473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.7077691,-104.7916473,"Aurora, CO",80017,39.7077691,-104.7916473,NA,5.15747774591119,12.6101773233275,Costco Wholesale,Aurora,1471 S Havana St,Aurora,NA,NA,Warehouse,NA,1.85370776517875,2.33164376005971,5.85906111146338,Walmart USA,Aurora Supercenter,14000 E Exposition Ave,Aurora,NA,NA,Supercenter,NA,South Airport Boulevard,21739,South Airport Boulevard,19929,South Airport Boulevard,22483,South Airport Boulevard,19532,South Airport Boulevard,21904,330051.863663343,340453.469883138
1,Cobblestone Auto Spa - Castle Pines,39.472476,-104.874849,Cobblestone Auto Spa - Castle Pines,7621 Beverly Blvd,"Castle Pines, CO",80108,39.472476,-104.874849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.472476,-104.874849,"Castle Pines, CO",80108,39.472476,-104.874849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63482618810614,5.41170744719002,7.08902131406351,Walmart USA,Castle Rock Supercenter,133 Sam Walton Lane,Castle Rock,NA,NA,Supercenter,NA,East Castle Pines Parkway,12987,East Castle Pines Parkway,12776,East Castle Pines Parkway,12240,East Castle Pines Parkway,13003,East Castle Pines Parkway,10585,84941.5539359614,95220.5272380734
1,Cobblestone Auto Spa - Centennial,39.5966245,-104.8991254,Cobblestone Auto Spa - Centennial,7919 E Arapahoe Rd,"Centennial, CO",80112,39.5966245,-104.8991254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98844029407429,2.27031077159981,5.52788871748436,Valvoline Instant Oil Change,Quebec St,8210 S Quebec St,Centennial,CO,NA,NA,1,39.5966245,-104.8991254,"Centennial, CO",80112,39.5966245,-104.8991254,NA,3.89750015412065,9.06429497713844,Costco Wholesale,Douglas County,8686 Park Meadows Center Dr,Littleton,NA,NA,Warehouse,NA,2.04080703573816,2.59362958769598,7.60831062566315,Walmart USA,Centennial Supercenter,10900 E Briarwood Ave,Centennial,NA,NA,Supercenter,NA,South Syracuse Way,1674,South Syracuse Way,1571,South Syracuse Way,1539,South Syracuse Way,1476,tertiary_link,57,243676.477353771,245870.529270436
1,Cobblestone Auto Spa - Centennial,39.596787,-104.804785,Cobblestone Auto Spa - Centennial,6573 S Parker Rd,"Centennial, CO",80016,39.596787,-104.804785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08410314483525,3.30392685179966,6.25739576346168,Valvoline Instant Oil Change,Cottonwood Dr,18350 Cottonwood Dr,Parker,CO,NA,NA,1,39.596787,-104.804785,"Centennial, CO",80016,39.596787,-104.804785,NA,3.51963469320693,8.13488021226216,Costco Wholesale,Parker,18414 Cottonwood Dr,Parker,NA,NA,Warehouse,NA,1.23268628468576,1.85240228521162,5.50529519680594,Walmart USA,Aurora Supercenter,5650 S Chambers Rd,Aurora,NA,NA,Supercenter,NA,trunk_link,1096,trunk_link,882,trunk_link,11027,trunk_link,11365,South Parker Road,19682,248605.482959396,263074.280467831
1,Cobblestone Auto Spa - Chandler,33.3194642,-111.9099068,Cobblestone Auto Spa - Chandler,3965 W Ray Rd,"Chandler, AZ",85226,33.3194642,-111.9099068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.3194642,-111.9099068,"Chandler, AZ",85226,33.3194642,-111.9099068,NA,2.34769621956562,6.75031156628755,Costco Wholesale,Chandler,595 S Galleria Way,Chandler,NA,NA,Warehouse,NA,0.934783535425094,1.5970538029871,5.63871207251911,Walmart USA,Chandler Supercenter,3460 W Chandler Blvd,Chandler,NA,NA,Supercenter,NA,West Ray Road,13884,West Ray Road,14383,West Ray Road,14737,West Ray Road,14949,North McClintock Drive,4661,300394.91938955,303319.827022167
1,Cobblestone Auto Spa - Chandler,33.2752998,-111.8582442,Cobblestone Auto Spa - Chandler,2021 S Alma School Rd,"Chandler, AZ",85286,33.2752998,-111.8582442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43957081555268,5.92326687025249,10.2587245154454,Valvoline Instant Oil Change,W Ray Rd,670 W Ray Rd,Gilbert,AZ,NA,NA,1,33.2752998,-111.8582442,"Chandler, AZ",85286,33.2752998,-111.8582442,NA,3.89077746736033,6.92751048485165,Costco Wholesale,Chandler,595 S Galleria Way,Chandler,NA,NA,Warehouse,NA,1.51569881725122,2.17345895098132,5.86152882173873,Walmart USA,Chandler Supercenter,1175 S Arizona Ave,Chandler,NA,NA,Supercenter,NA,South Alma School Road,16199,South Alma School Road,18557,secondary_link,803,South Alma School Road,13022,South Alma School Road,18301,264573.424627619,273663.417765611
1,Cobblestone Auto Spa - Chandler,33.2636221,-111.8412831,Cobblestone Auto Spa - Chandler,2909 S Arizona Ave,"Chandler, AZ",85286,33.2636221,-111.8412831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51306556834956,5.81403893727146,10.4974541432472,Valvoline Instant Oil Change,W Ray Rd,670 W Ray Rd,Gilbert,AZ,NA,NA,1,33.2636221,-111.8412831,"Chandler, AZ",85286,33.2636221,-111.8412831,NA,5.60558178562902,9.30404883730129,Costco Wholesale,Chandler,595 S Galleria Way,Chandler,NA,NA,Warehouse,NA,1.78284780059149,2.02370625057475,5.5040443497106,Walmart USA,Chandler Supercenter,1175 S Arizona Ave,Chandler,NA,NA,Supercenter,NA,South Arizona Avenue,18577,South Arizona Avenue,17239,South Arizona Avenue,18125,South Arizona Avenue,18484,South Arizona Avenue,17916,257678.848324228,270241.242279493
1,Cobblestone Auto Spa - Denver,39.724229,-105.0255151,Cobblestone Auto Spa - Denver,499 Federal Blvd,"Denver, CO",80204,39.724229,-105.0255151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.724229,-105.0255151,"Denver, CO",80204,39.724229,-105.0255151,2.36766497928635,1.78035254801798,5.4232162133991,Costco Wholesale,Denver Business Center,400 S Zuni St,Denver,NA,NA,Business Center,NA,2.95323674758073,3.50309915714577,5.60056347627838,Walmart USA,Lakewood Supercenter,440 Wadsworth Blvd,Lakewood,NA,NA,Supercenter,NA,Federal Boulevard,19687,Federal Boulevard,24616,Federal Boulevard,24630,Federal Boulevard,20698,Federal Boulevard,19538,520460.383359569,538538.57494377
1,Cobblestone Auto Spa - Denver,39.7735533,-104.9412125,Cobblestone Auto Spa - Denver,4075 Colorado Blvd,"Denver, CO",80216,39.7735533,-104.9412125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.7735533,-104.9412125,"Denver, CO",80216,39.7735533,-104.9412125,3.27676650371546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25367452250508,2.61418235494753,6.85039377810976,Walmart USA,Commerce City Supercenter,5990 Dahlia St,Commerce City,NA,NA,Supercenter,NA,unclassified,212,East 41st Avenue,330,Colorado Boulevard,34585,Colorado Boulevard,33845,unclassified,161,401148.187589481,421839.04838426
1,Cobblestone Auto Spa - Denver,39.7017278,-104.9106691,Cobblestone Auto Spa - Denver,6699 Leetsdale Dr,"Denver, CO",80224,39.7017278,-104.9106691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.7017278,-104.9106691,"Denver, CO",80224,39.7017278,-104.9106691,NA,2.74634483098971,6.26842470432948,Costco Wholesale,Aurora,1471 S Havana St,Aurora,NA,NA,Warehouse,NA,1.35447521953907,1.44456357202716,3.32127300536738,Walmart USA,Denver Neighborhood Market,1442 S Parker Rd,Denver,NA,NA,Neighborhood Market,NA,Leetsdale Drive,21664,Leetsdale Drive,16705,Leetsdale Drive,22431,Leetsdale Drive,17307,Leetsdale Drive,16353,531404.365364791,535239.390225541
1,Cobblestone Auto Spa - Gilbert,33.3346377,-111.8234955,Cobblestone Auto Spa - Gilbert,1555 W Warner Rd,"Gilbert, AZ",85233,33.3346377,-111.8234955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43539976442017,1.97449845782216,6.2494755630145,Valvoline Instant Oil Change,W Ray Rd,670 W Ray Rd,Gilbert,AZ,NA,NA,1,33.3346377,-111.8234955,"Gilbert, AZ",85233,33.3346377,-111.8234955,NA,4.16614978399133,10.6121956529097,Costco Wholesale,Gilbert,1415 N Arizona Ave,Gilbert,NA,NA,Warehouse,NA,1.79990954962336,2.41611034343672,7.01721142167987,Walmart USA,Chandler Supercenter,800 W Warner Rd,Chandler,NA,NA,Supercenter,NA,West Warner Road,10196,North McQueen Road,14373,West Warner Road,9937,North McQueen Road,11818,West Warner Road,9796,365950.701496094,375500.19978679
1,Cobblestone Auto Spa - Gilbert,33.262744,-111.7198411,Cobblestone Auto Spa - Gilbert,3235 E Queen Creek Rd,"Gilbert, AZ",85297,33.262744,-111.7198411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11501067576722,4.23901951540202,6.93653079874358,Valvoline Instant Oil Change,South Val Vista Dr,3095 S Val Vista Dr,Gilbert,AZ,NA,NA,1,33.262744,-111.7198411,"Gilbert, AZ",85297,33.262744,-111.7198411,NA,3.76497519167053,7.43994106972278,Costco Wholesale,SE Gilbert,2887 S Market St,Gilbert,NA,NA,Warehouse,NA,3.15829489629923,4.13471940128763,8.10660874925264,Walmart USA,Gilbert Supercenter,2501 S Market St,Gilbert,NA,NA,Supercenter,NA,East Queen Creek Road,7598,East Queen Creek Road,7059,South Higley Road,19603,South Higley Road,20154,East Queen Creek Road,7042,237868.072375664,278499.894330215
1,Cobblestone Auto Spa - Gilbert,33.3085308,-111.7219732,Cobblestone Auto Spa - Gilbert,2310 S Higley Rd,"Gilbert, AZ",85295,33.3085308,-111.7219732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10695639413095,2.74331478432013,4.80030205729612,Valvoline Instant Oil Change,South Val Vista Dr,3095 S Val Vista Dr,Gilbert,AZ,NA,NA,1,33.3085308,-111.7219732,"Gilbert, AZ",85295,33.3085308,-111.7219732,NA,2.20152584292969,5.39885314340752,Costco Wholesale,SE Gilbert,2887 S Market St,Gilbert,NA,NA,Warehouse,NA,1.12744576530057,1.66957849122587,4.36516438000767,Walmart USA,Gilbert Supercenter,2501 S Market St,Gilbert,NA,NA,Supercenter,NA,South Higley Road,15384,secondary_link,162,South Higley Road,17487,South Higley Road,17000,South Higley Road,16218,269236.308682126,302730.810178461
1,Cobblestone Auto Spa - Highlands Ranch,39.5653205,-104.9227102,Cobblestone Auto Spa - Highlands Ranch,5651 County Line Pl,"Highlands Ranch, CO",80126,39.5653205,-104.9227102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02293230541804,1.26473591653064,3.37403106846992,Valvoline Instant Oil Change,Quebec St,8210 S Quebec St,Centennial,CO,NA,NA,1,39.5653205,-104.9227102,"Highlands Ranch, CO",80126,39.5653205,-104.9227102,NA,2.85304828566462,7.26847677557919,Costco Wholesale,Douglas County,8686 Park Meadows Center Dr,Littleton,NA,NA,Warehouse,NA,0.668389825403827,1.86322479102844,5.34089947274868,Walmart USA,Highlands Ranch Supercenter,6675 Business Center Dr,Highlands Ranch,NA,NA,Supercenter,NA,East County Line Road,10518,South Holly Street,3262,East County Line Road,9902,East County Line Road,9772,East County Line Road,10707,244389.289678699,246416.286026611
